SQ1,SQ2,SQ3,SQ5,SQ7,SQ8,Q2_7,Q2_8,Q2_9,Q2_10,Q4_1,Q5_2,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q12_2,Q14_2,Q17,Q18,Q19,Q20,Q22,Q23,Q28,Q29,Q30,Q31,Q38,Q39,Q41
2,42,12,7,21,2,4,5,5,4,3,7,5,5,5,4,5,5,5,4,2,30,3,2,1,1,1,6,,,3,8,2,4
1,53,9,7,12,2,7,7,7,8,2,9,8,7,6,8,8,8,9,18,8,15,1,2,1,1,1,1,12,5,3,6,5,6
2,28,1,7,11,2,8,8,8,8,2,9,8,8,9,8,8,8,8,5,8,20,2,3,1,1,1,1,8,6,3,2,3,3
2,51,13,7,12,1,6,6,6,6,3,1,5,5,5,5,5,5,5,18,28,10,2,5,1,1,3,1,8,3,4,1,8,14
1,42,11,8,25,1,7,7,8,8,1,3,9,7,10,8,7,6,9,4,24,60,1,30,1,1,1,1,24,10,3,2,4,8
1,39,27,7,26,1,7,7,6,6,2,1,8,7,8,8,7,8,8,5,8,15,2,5,1,1,2,3,,,1,6,3,6
2,25,23,7,25,1,7,7,7,7,2,9,7,7,7,7,6,7,7,18,8,15,1,2,2,1,3,1,8,6,1,2,7,6
1,45,32,7,25,2,10,10,10,10,1,9,10,10,10,10,10,10,10,18,2,7,1,4,1,2,2,1,24,6,2,2,3,11
1,61,23,7,27,2,6,6,6,6,3,7,7,6,6,6,6,6,6,18,28,1,2,1,1,3,2,2,,,2,6,3,11
2,44,15,7,12,2,6,5,6,6,3,15,5,4,4,5,5,5,4,18,8,10,3,5,1,1,2,1,8,2,4,1,3,3
2,26,27,7,12,2,5,5,5,5,3,9,5,5,5,5,5,5,3,18,8,38,3,2,1,1,2,5,,,3,2,2,3
2,37,4,7,12,1,5,5,5,6,3,19,6,6,5,6,6,6,7,6,8,30,2,3,2,1,2,1,8,2,3,6,8,2
2,53,36,7,2,1,4,4,4,4,3,11,7,6,5,5,5,4,5,2,24,40,1,1,1,1,2,1,5,2,5,1,9,14
2,38,2,7,25,1,5,4,4,5,3,9,7,5,5,5,6,5,5,18,8,35,2,3,2,1,2,1,8,6,3,4,3,14
1,52,13,7,2,2,5,5,6,6,2,7,7,8,8,6,6,7,8,6,25,10,1,5,4,1,2,1,8,1,4,1,2,5
2,27,6,7,12,2,7,7,7,7,2,11,7,7,7,7,7,7,7,6,8,30,3,2,1,1,3,1,8,3,1,2,3,5
2,53,11,7,25,1,8,4,4,5,3,13,5,5,4,4,4,4,7,18,8,40,3,4,1,1,2,1,2,4,4,6,8,6
1,47,47,7,25,2,6,8,8,7,2,11,8,8,6,8,8,9,7,18,7,90,3,5,1,2,2,1,28,,2,1,3,5
2,36,21,7,9,1,7,5,5,5,3,3,7,7,5,7,7,7,7,18,28,20,1,1,1,1,2,1,9,1,1,2,3,6
1,57,40,7,2,1,5,5,7,5,3,9,7,5,2,5,5,5,5,17,8,30,2,5,5,2,2,2,,,3,2,3,7
2,46,22,7,11,2,7,7,7,8,3,10,8,8,7,7,7,7,7,18,8,7,2,1,1,1,2,1,8,1,4,6,3,3
1,35,25,7,24,2,7,7,8,8,2,9,5,6,6,6,5,6,5,18,8,30,3,3,1,1,1,1,8,1,3,2,3,7
2,41,10,7,25,2,6,10,10,10,2,13,6,10,6,10,8,8,8,18,8,40,1,3,1,1,3,1,28,,5,3,3,14
2,33,6,8,24,2,10,10,5,4,3,10,6,7,1,7,6,7,6,18,8,14,3,2,1,1,2,1,8,6,1,2,2,14
2,42,2,7,2,1,9,5,5,8,2,10,5,5,5,5,5,5,5,5,8,20,1,5,5,1,2,1,8,10,3,1,3,2
1,48,8,7,2,1,6,8,8,6,2,19,3,6,1,3,5,3,10,5,8,10,1,4,3,1,1,1,8,10,4,6,5,7
1,45,1,7,12,2,4,4,7,6,3,9,5,6,5,5,5,5,5,18,28,20,1,5,1,1,1,1,12,2,3,1,6,14
2,33,25,8,2,2,7,7,8,7,2,11,6,5,4,5,5,5,5,18,28,90,4,3,2,1,2,1,2,3,1,2,7,3
2,29,12,8,2,1,8,7,8,8,2,13,7,8,6,7,8,8,8,5,8,30,1,2,2,1,2,1,2,3,4,2,7,14
1,51,14,7,12,2,10,10,10,10,2,10,7,7,6,8,8,10,8,6,28,30,3,5,1,1,2,2,,,4,1,6,14
1,48,13,7,25,1,5,3,7,5,2,4,8,7,5,7,6,7,7,5,8,60,1,4,2,1,2,1,25,6,4,1,4,14
1,50,12,7,25,2,6,5,5,7,3,7,7,6,6,7,7,6,7,4,28,10,1,3,1,2,3,1,25,1,2,1,3,14
1,43,35,7,2,2,7,8,7,6,2,7,7,8,7,6,6,8,7,18,8,60,1,5,2,1,2,7,,,4,2,3,3
2,31,47,7,12,1,9,9,9,9,1,13,8,9,9,8,8,9,8,5,8,15,2,3,1,1,2,5,,,3,6,7,6
1,53,23,7,12,2,6,6,6,6,3,19,8,6,6,6,6,6,8,18,8,30,4,1,1,6,2,1,8,6,2,1,8,1
1,59,1,7,21,1,9,10,9,6,2,7,8,8,6,8,8,7,8,18,8,30,2,10,6,1,1,5,,,4,6,9,3
2,29,14,8,2,2,8,8,8,8,2,9,7,7,7,8,7,8,8,2,8,120,2,3,2,1,1,1,2,1,3,5,8,14
1,56,13,8,2,1,7,7,7,7,2,7,6,6,6,6,6,6,6,18,8,30,1,5,3,1,3,2,,,1,5,5,2
2,21,13,7,25,2,9,9,10,10,1,11,8,6,6,9,7,9,9,1,2,60,1,9,1,1,3,1,25,2,1,4,1,7
2,32,12,7,2,1,6,6,4,4,3,11,6,6,4,5,4,5,5,5,25,14,6,2,1,1,1,1,2,4,2,8,2,5
2,40,21,7,25,2,3,5,8,8,3,8,7,8,5,5,7,7,6,5,24,45,1,4,2,2,1,5,,,2,1,8,14
2,42,1,7,14,1,8,7,7,7,3,11,7,6,7,7,7,7,8,18,8,10,1,4,2,2,1,2,,,5,3,9,10
1,36,42,7,27,1,8,10,7,8,2,10,7,7,7,9,9,8,9,18,28,20,1,3,4,1,2,1,2,6,4,1,3,3
1,47,40,8,18,1,6,6,5,6,4,10,6,5,5,5,5,5,5,17,28,50,3,5,1,1,2,11,,,1,5,8,3
2,51,26,7,12,2,8,7,8,8,2,9,8,8,7,8,7,7,7,18,8,60,3,3,1,1,2,1,2,6,4,1,8,2
2,30,22,7,25,2,6,6,6,6,3,7,6,6,6,6,6,6,6,6,28,30,3,3,3,1,3,1,28,,4,2,2,6
1,44,40,7,24,1,5,6,6,5,3,8,5,5,5,5,5,5,5,5,28,10,1,10,3,1,3,10,,,4,2,3,6
2,23,13,7,21,2,6,8,8,9,2,11,8,8,1,9,10,7,10,18,28,10,4,3,2,1,2,3,,,1,1,3,3
1,41,45,8,12,1,8,8,7,7,2,4,7,7,6,5,5,6,5,2,11,20,1,2,3,1,2,1,8,1,3,1,4,5
2,34,23,8,25,1,8,8,8,8,3,13,8,6,7,8,8,8,8,18,8,30,1,10,1,1,2,1,28,,4,2,7,5
1,36,1,8,2,2,7,6,6,6,3,11,6,6,6,5,5,5,6,11,9,240,4,3,3,1,1,1,28,,1,5,9,2
2,26,39,7,25,2,8,8,8,8,2,9,8,8,6,8,8,8,8,18,28,14,4,2,1,2,2,5,,,2,1,4,14
2,31,11,7,12,1,5,5,5,5,3,19,5,5,5,5,5,5,5,4,2,3,1,6,1,1,3,1,2,1,1,2,7,5
2,32,16,7,8,2,8,6,8,8,3,13,7,7,7,7,8,5,7,3,2,60,2,5,1,1,3,1,8,2,3,5,3,14
1,35,11,7,24,1,6,6,6,6,3,11,6,6,6,6,6,6,6,18,8,30,3,2,1,1,2,1,24,3,1,5,2,14
2,40,13,7,9,2,6,6,6,6,2,7,7,5,6,5,6,7,7,18,28,14,3,2,2,1,1,6,,,3,6,3,10
1,38,44,7,2,1,8,8,8,8,2,1,8,7,6,7,6,7,6,9,8,5,1,7,3,2,2,1,2,2,2,6,3,3
2,44,10,7,2,2,7,7,7,8,2,2,8,8,7,8,8,8,8,18,28,7,1,3,2,1,1,1,28,,1,4,3,5
2,41,1,7,2,2,10,10,10,10,1,9,10,10,10,10,10,10,10,5,12,1,1,5,1,1,2,1,12,6,1,1,3,14
2,65,27,7,12,1,5,7,7,7,3,14,5,7,5,6,7,7,6,3,8,30,3,5,4,1,1,3,,,1,1,8,1
1,65,13,7,4,1,6,6,6,6,3,2,6,6,6,6,6,6,6,18,8,14,2,5,1,1,2,1,28,,4,1,5,4
2,60,43,7,24,1,8,8,8,8,2,11,8,8,8,8,8,8,8,18,8,15,1,3,1,1,2,1,9,3,3,6,8,9
2,60,2,7,14,1,6,5,5,6,3,10,6,7,5,6,6,5,6,4,8,30,1,3,1,1,2,9,,,4,7,2,14
1,40,40,7,24,1,5,7,7,7,3,13,6,6,6,6,6,6,6,18,28,90,3,3,2,1,2,1,8,6,3,1,2,5
1,45,23,7,21,2,5,5,5,5,5,11,5,5,1,5,5,5,1,18,8,10,1,3,1,1,2,1,8,1,1,2,3,8
2,37,13,7,24,1,8,7,7,7,2,11,8,8,8,7,8,7,7,4,12,30,4,5,2,2,2,5,,,1,1,2,4
1,38,14,7,1,2,7,7,7,7,2,11,8,7,5,7,7,7,7,15,8,30,1,8,4,2,2,5,,,2,2,3,10
2,26,1,7,8,1,5,5,5,8,2,3,10,8,8,5,6,6,7,6,28,1,3,2,3,1,3,1,8,8,4,2,3,11
2,53,14,8,9,1,6,7,7,7,2,9,8,6,6,7,7,7,7,18,2,20,1,15,3,1,2,5,,,1,2,7,9
1,45,13,7,24,2,4,6,7,7,1,19,8,7,4,6,6,6,9,18,28,30,2,10,4,2,2,1,24,10,2,2,3,8
2,33,13,7,2,2,9,8,7,9,2,7,8,9,10,8,9,8,8,18,28,10,2,1,1,1,3,10,,,3,5,7,7
2,38,14,7,2,2,8,8,8,8,2,11,7,8,6,8,8,8,8,18,8,30,1,3,1,1,1,1,8,6,3,2,8,14
1,23,11,7,24,1,9,8,8,8,3,9,7,6,7,7,7,7,7,1,8,23,3,5,3,4,1,8,,,3,1,1,1
1,41,47,7,7,2,8,8,9,6,2,2,6,6,7,6,8,6,7,18,8,90,3,3,2,1,2,5,,,3,2,3,7
1,38,12,7,2,1,5,5,5,5,2,19,5,5,5,5,5,5,5,18,8,10,1,5,2,1,2,1,8,6,4,2,3,6
2,39,12,7,25,2,8,7,7,7,2,13,8,8,6,9,5,9,8,6,8,60,1,3,1,1,1,1,8,3,2,1,2,4
1,44,21,7,24,1,5,6,7,7,2,2,7,6,7,6,7,6,6,9,28,10,2,3,2,2,2,7,,,2,1,5,4
1,32,14,7,8,2,6,6,8,6,2,9,7,7,6,6,7,6,7,18,28,30,4,3,2,2,2,1,8,1,2,2,3,11
2,31,12,7,25,2,6,6,6,6,2,10,6,6,6,6,6,6,6,4,8,30,1,3,1,1,1,5,,,3,2,7,14
2,33,13,7,8,2,8,8,10,10,1,1,10,10,8,8,10,10,10,5,28,10,1,20,1,1,2,1,8,2,4,1,3,4
2,31,47,7,27,2,8,9,9,10,1,9,8,8,5,9,7,7,9,2,28,60,1,10,1,1,2,1,27,2,3,6,4,5
1,34,27,7,25,1,4,7,10,9,1,10,9,8,9,9,9,9,9,6,8,50,1,15,4,1,2,1,8,6,3,2,3,6
2,47,19,7,12,2,8,6,6,6,2,11,8,7,5,8,8,7,7,18,8,100,5,10,1,6,2,1,8,6,3,1,3,4
1,35,27,7,25,2,5,5,10,6,2,9,7,7,6,5,8,9,6,5,8,30,3,2,1,1,2,1,25,6,3,1,3,5
1,34,13,7,25,2,5,6,8,7,2,8,7,5,6,5,6,7,6,2,2,25,1,5,2,1,2,6,,,3,4,4,6
1,50,14,7,12,1,7,7,7,7,3,9,6,6,6,6,6,6,6,16,8,20,3,6,5,1,2,1,8,6,1,6,3,11
1,34,13,7,14,2,7,8,9,8,2,7,8,8,8,7,7,8,7,4,2,2,4,3,2,1,2,1,2,6,3,2,3,14
1,43,47,7,7,1,10,10,10,10,1,10,10,10,10,10,10,10,10,6,28,150,1,5,6,1,2,5,,,1,2,5,4
2,38,14,7,25,1,9,9,9,9,2,13,5,5,5,5,5,5,5,18,8,30,1,20,6,1,1,1,28,,1,5,3,6
2,28,41,7,25,2,3,7,6,7,3,2,5,6,5,6,7,7,6,5,8,70,2,5,2,1,2,1,8,6,1,2,3,14
2,45,1,7,2,1,5,5,5,5,3,11,5,5,1,5,5,5,5,5,8,20,5,3,3,1,2,1,28,,1,1,8,2
2,39,13,7,25,1,10,8,9,9,2,11,10,8,6,10,9,10,9,18,8,45,2,10,2,1,2,1,8,3,1,6,7,6
1,30,13,7,25,1,8,6,6,7,2,13,8,8,6,8,8,6,7,6,8,7,2,20,3,2,2,1,8,2,1,5,3,13
2,28,8,7,1,2,4,3,5,5,3,11,5,5,3,5,5,6,5,18,8,50,1,4,2,1,1,1,28,,3,2,7,3
2,39,43,7,12,1,7,7,6,5,3,10,5,5,5,5,5,5,5,18,8,30,1,5,1,1,3,1,8,10,4,6,7,14
2,41,36,7,12,1,3,5,8,8,2,9,7,7,6,5,8,8,8,18,2,60,1,2,2,1,2,1,2,1,4,2,7,14
2,31,33,7,24,2,10,10,10,10,1,8,10,10,10,10,10,10,10,14,8,15,1,3,1,1,2,1,8,6,3,2,7,4
2,36,34,7,12,2,8,8,9,10,2,16,9,7,7,8,8,7,7,5,8,7,1,4,1,1,2,1,12,1,1,6,7,6
1,46,9,7,25,1,5,5,7,5,4,16,8,3,3,3,3,3,5,18,8,30,1,2,1,1,2,1,8,3,1,1,4,5
2,27,12,7,2,1,7,8,8,7,2,7,8,8,8,8,9,8,8,5,8,10,1,4,1,1,2,1,8,3,3,1,2,3
1,42,23,7,14,2,5,4,4,5,3,8,4,4,4,4,4,4,4,18,8,60,3,3,1,1,3,1,8,6,1,1,3,7
1,52,1,7,25,2,5,6,5,5,2,13,5,6,5,5,6,5,5,18,8,20,2,6,1,1,3,1,8,6,1,1,8,3
2,27,13,7,10,1,6,5,6,6,3,13,6,6,6,6,6,6,5,18,8,15,3,4,4,1,2,1,8,2,1,1,3,4
2,26,14,7,25,1,7,7,7,7,2,1,7,7,7,7,7,7,7,3,8,20,1,1,1,2,2,1,25,2,2,8,3,8
2,40,13,7,25,1,7,8,8,6,2,9,7,7,7,7,7,7,7,2,28,90,1,3,1,1,2,10,,,3,4,6,14
2,31,13,7,25,2,1,6,9,7,2,9,6,5,3,8,7,7,6,6,28,15,2,5,4,1,2,1,27,6,2,1,3,5
1,41,14,7,25,2,7,8,8,8,3,11,7,6,3,7,7,8,7,6,8,15,1,3,1,1,3,1,8,6,1,6,3,7
2,29,23,8,25,1,7,8,8,8,1,9,8,8,7,8,8,8,7,6,8,30,1,3,1,1,1,1,25,6,3,6,8,1
2,50,31,7,11,2,6,6,6,6,3,2,6,6,6,6,6,6,6,5,8,15,3,3,1,2,1,1,11,6,1,1,8,1
1,36,13,7,25,1,6,6,8,7,3,11,6,6,7,5,6,7,6,6,8,3,4,1,3,3,2,1,25,3,2,6,5,7
1,49,38,7,25,1,8,8,9,8,2,8,9,8,5,8,8,8,8,5,2,90,2,8,2,3,3,1,25,2,2,4,3,10
2,31,34,7,27,1,8,7,6,6,2,11,8,7,5,9,7,8,8,14,8,14,3,3,2,1,2,1,8,4,3,1,3,14
1,47,43,7,24,1,8,8,8,8,3,11,8,5,6,8,7,8,8,18,2,60,2,5,1,1,2,5,,,3,1,3,14
2,44,42,8,2,1,10,10,8,10,1,7,10,10,10,10,10,10,10,2,8,9,1,5,2,2,1,9,,,2,1,2,3
1,33,29,7,8,2,6,7,4,5,3,9,6,4,1,5,6,7,6,5,12,14,1,4,1,1,2,3,,,3,2,3,4
2,30,13,7,2,1,6,7,9,8,2,3,8,6,6,6,6,6,8,2,28,20,1,5,3,2,2,1,2,6,2,6,3,8
2,32,13,7,25,2,5,8,7,6,2,11,5,5,5,5,5,5,5,5,8,30,1,3,3,1,2,1,8,2,3,2,2,14
2,32,40,7,25,2,6,6,7,7,2,12,7,7,7,7,7,8,7,18,2,60,1,30,4,2,2,11,,,5,1,3,4
1,40,13,7,12,2,5,5,4,5,3,3,6,6,6,6,6,6,6,14,8,50,3,3,1,2,2,5,,,2,2,3,3
1,52,11,7,14,2,1,1,1,1,5,19,6,6,6,6,6,6,6,18,8,3,7,2,1,1,2,1,28,,3,1,5,11
2,26,14,7,25,2,5,6,5,5,2,7,8,9,7,7,7,8,9,6,2,90,1,5,3,3,2,1,25,1,2,6,8,6
1,51,23,7,26,2,7,7,7,7,2,5,7,7,7,7,7,7,7,18,28,60,5,2,1,1,2,8,,,4,6,3,8
2,37,24,7,8,2,7,6,5,4,3,3,6,5,6,6,7,5,6,1,28,60,1,2,2,1,2,1,8,1,1,1,3,6
1,48,26,7,25,1,7,9,10,10,1,9,9,9,7,9,9,10,10,18,28,40,3,3,1,1,2,1,8,6,4,1,9,1
2,35,14,7,24,1,7,8,8,8,2,10,9,9,6,8,8,8,8,18,9,10,1,1,1,1,2,1,1,10,2,1,9,14
1,40,11,7,2,1,8,8,8,8,2,4,8,8,8,8,8,8,8,18,28,20,1,5,2,2,1,9,,,2,1,3,6
2,28,44,7,2,1,5,5,5,5,3,11,6,7,7,5,7,5,7,18,28,20,1,3,1,1,3,5,,,1,6,7,14
2,34,39,7,2,1,8,8,8,8,2,11,8,8,7,8,8,9,8,18,8,20,3,2,1,1,1,2,,,3,6,4,11
1,45,18,7,21,2,7,7,7,7,2,7,7,7,7,7,7,7,6,18,28,30,2,3,2,1,3,1,12,6,1,1,8,1
2,44,11,7,25,1,7,8,7,7,2,11,8,8,4,7,7,7,7,18,2,30,1,10,4,1,1,1,28,,3,2,7,5
2,29,11,8,25,2,7,8,8,7,3,2,7,7,7,7,7,7,7,18,8,60,1,1,4,1,1,1,8,6,2,2,7,5
2,41,14,7,8,1,8,8,8,8,2,19,8,8,8,8,8,8,8,18,25,14,1,2,2,1,2,5,,,3,1,2,3
2,49,10,7,25,1,5,5,5,5,3,2,6,6,6,6,6,6,6,18,8,30,4,2,1,1,3,1,8,8,4,6,7,10
1,33,8,7,25,1,7,8,8,8,2,7,8,7,8,8,7,8,7,18,8,90,1,50,7,1,2,1,8,3,4,2,3,5
1,54,13,7,24,1,6,7,6,7,2,2,7,6,7,6,7,7,7,2,28,7,1,10,2,1,2,9,,,3,1,2,3
2,23,1,7,25,1,7,8,8,8,2,4,8,8,6,7,7,9,9,6,28,7,1,2,1,1,2,1,25,5,1,1,3,2
1,55,27,7,1,1,7,6,8,7,2,15,8,9,6,7,8,8,8,18,8,8,3,5,3,1,2,1,8,6,3,1,3,9
2,27,7,7,8,1,4,5,4,4,3,11,5,5,5,5,5,5,5,18,28,7,1,2,2,1,2,1,8,2,3,2,7,2
1,21,12,7,8,1,7,7,8,8,2,3,8,8,4,7,9,8,8,5,12,30,2,3,1,1,2,1,8,1,1,1,1,1
2,79,12,8,2,1,8,6,5,5,2,4,7,6,5,6,7,6,7,4,28,10,7,1,2,1,3,5,,,3,7,9,10
2,35,4,7,24,2,4,4,4,4,3,13,5,5,5,5,5,5,5,5,1,30,1,3,2,1,3,1,12,6,4,6,8,1
2,40,1,7,14,1,8,7,8,8,2,18,6,6,6,7,6,7,6,5,9,15,1,3,1,1,1,1,12,6,3,1,3,1
1,57,20,7,25,1,5,5,6,6,3,16,6,5,6,5,6,5,6,5,28,3,1,1,7,1,2,5,,,2,1,3,4
2,47,12,8,2,1,7,6,7,7,3,4,6,6,5,7,7,7,7,4,28,10,6,1,2,1,3,1,28,,3,7,3,11
1,46,43,7,12,1,8,8,8,8,2,8,8,8,8,8,8,8,8,6,8,7,1,8,5,1,3,1,2,2,2,1,3,12
2,29,13,7,2,2,6,6,6,5,3,7,5,6,6,7,5,6,6,4,28,30,3,3,3,2,2,4,,,2,2,3,11
1,38,13,7,2,2,8,8,8,8,2,2,7,7,7,4,2,5,1,18,28,60,3,2,2,2,3,5,,,1,1,4,8
1,22,46,7,26,1,7,8,8,7,2,2,8,8,7,8,6,7,6,18,25,15,2,5,1,1,2,1,8,6,1,1,3,1
2,59,1,8,2,2,8,8,8,8,2,8,7,7,7,7,7,7,7,5,8,60,1,5,1,1,3,1,8,6,3,6,8,14
2,27,19,7,2,1,5,5,5,5,3,18,5,5,5,5,4,5,5,18,28,2,1,2,2,1,2,1,2,3,1,1,8,2
1,52,12,8,2,1,6,7,7,6,3,8,6,7,7,6,6,6,6,4,28,16,7,1,2,1,3,1,2,2,3,7,3,11
2,42,11,7,25,1,7,7,7,7,3,14,6,6,6,6,6,6,6,6,8,30,1,3,2,1,1,1,25,1,1,2,7,3
2,34,12,7,24,2,7,7,8,8,2,11,5,5,6,6,6,6,6,18,8,10,3,3,2,1,2,1,8,6,4,1,2,2
2,43,4,7,26,2,6,6,8,8,2,8,7,8,8,7,8,8,8,3,8,10,2,5,1,1,1,3,,,1,6,7,2
1,35,13,7,2,1,9,8,8,8,2,5,8,8,8,7,7,8,8,6,24,20,3,3,2,1,1,1,24,2,4,1,3,6
1,63,4,7,21,2,8,7,8,8,2,11,8,8,8,8,8,8,8,4,26,15,1,3,2,1,2,3,,,3,6,7,3
1,40,9,7,12,1,5,5,5,5,3,11,6,6,6,6,6,6,6,4,28,10,3,2,1,1,1,1,12,3,1,1,2,4
2,38,13,7,2,1,7,7,7,7,2,6,7,7,7,7,7,7,7,18,28,40,3,3,2,1,3,1,28,,3,1,3,2
2,31,13,7,25,1,5,6,5,5,3,11,5,5,5,5,5,5,5,18,28,7,3,2,1,1,2,9,,,4,2,3,9
1,72,23,7,24,2,7,6,8,7,3,13,7,5,6,6,7,5,8,5,8,90,4,20,6,1,2,1,8,2,4,6,9,5
1,46,4,8,2,2,10,10,10,10,1,9,10,10,10,10,10,10,10,18,8,60,2,1,1,1,1,9,,,1,2,3,7
2,27,22,7,2,1,7,7,8,7,3,2,7,7,7,6,8,7,7,2,14,25,4,2,1,2,3,2,,,3,2,3,9
1,54,27,7,2,2,5,7,9,8,1,9,9,9,4,6,7,5,8,5,8,60,2,3,1,2,2,11,,,5,1,5,1
1,41,8,7,24,1,8,9,9,8,2,2,10,8,9,8,8,9,8,18,28,3,1,1,1,1,1,1,24,1,1,6,3,11
2,32,27,7,24,1,7,6,6,6,2,1,7,6,7,6,6,6,6,2,8,30,3,5,1,1,2,1,8,3,3,6,3,5
2,32,13,7,2,2,6,6,8,8,2,4,7,7,7,7,7,8,8,4,8,30,3,1,2,2,1,1,2,3,4,1,8,3
1,42,40,7,25,1,9,9,9,9,1,9,8,8,8,8,8,8,8,4,8,3,1,5,6,3,2,1,25,2,1,6,3,6
1,51,34,7,2,1,7,8,7,9,2,1,7,8,7,8,7,8,8,14,8,7,1,3,3,2,2,1,8,2,1,6,3,6
1,34,27,7,2,2,8,7,8,8,2,1,7,7,6,7,6,7,7,5,28,60,3,4,4,1,3,1,28,,4,6,3,14
2,34,13,7,21,2,7,6,9,7,2,9,8,6,7,6,8,7,8,18,12,2,3,4,4,3,3,2,,,1,1,1,1
1,34,12,7,12,1,1,3,4,5,3,19,5,5,5,5,5,5,5,5,8,45,1,5,2,1,1,2,,,3,1,3,4
2,29,23,7,25,1,6,7,7,7,2,9,7,7,7,7,6,7,7,5,8,30,1,3,1,1,2,1,8,2,3,6,3,11
2,47,26,7,27,2,7,8,7,7,2,10,6,6,6,7,6,7,7,18,25,2,5,2,1,1,2,1,28,,3,6,8,3
2,42,28,7,8,1,6,6,7,7,3,11,8,7,5,7,7,7,8,6,2,60,1,3,3,2,3,1,8,6,2,8,9,14
1,36,22,7,25,1,5,5,5,5,2,9,6,5,5,5,5,5,5,2,8,30,3,5,5,1,2,3,,,1,5,3,7
2,52,27,7,25,2,8,7,7,8,2,7,8,8,8,8,7,8,8,18,8,20,1,5,1,1,2,1,8,6,1,6,8,8
2,44,42,7,12,1,6,6,6,7,2,9,7,6,7,7,7,7,6,2,2,30,1,2,3,1,2,1,2,1,3,5,3,6
2,40,8,7,25,2,10,10,10,10,2,10,9,10,10,10,10,10,10,14,2,30,1,10,1,1,1,1,25,10,2,1,3,14
1,34,4,8,12,1,5,5,5,5,3,10,5,5,5,5,5,5,5,18,8,30,3,2,1,1,3,1,8,2,1,2,3,6
1,63,42,7,12,1,8,9,8,9,1,7,9,9,9,9,9,9,10,14,8,20,3,2,1,1,2,1,12,2,1,1,5,4
1,63,12,7,25,1,7,8,8,5,2,1,8,8,4,6,6,7,7,5,8,15,1,5,1,1,2,1,8,6,3,1,5,7
1,37,23,7,9,1,5,5,5,5,3,13,5,5,5,5,5,5,5,5,8,360,4,10,3,1,3,1,8,2,1,6,4,11
2,34,40,7,25,1,10,10,10,10,2,3,9,9,8,8,8,9,9,18,8,30,1,5,1,1,2,3,,,1,2,3,7
2,39,12,7,25,2,7,7,7,7,2,11,6,6,6,6,6,6,6,5,8,60,3,5,1,1,2,1,8,6,1,1,3,6
2,27,14,7,8,1,7,7,7,7,2,11,6,6,6,7,6,7,6,5,12,30,3,3,1,1,1,1,8,3,2,4,4,5
2,33,14,7,1,1,10,10,10,10,2,16,9,9,8,10,10,10,7,18,8,30,3,1,3,1,3,1,2,6,3,2,7,7
2,24,4,7,12,2,8,9,8,9,3,8,5,6,6,5,4,5,5,18,6,80,5,5,1,1,2,1,12,1,3,6,3,6
2,43,14,7,2,1,7,8,9,9,2,9,7,8,6,8,8,8,8,18,8,30,1,10,1,1,2,1,8,3,3,1,3,14
1,30,27,7,2,2,7,8,9,8,1,9,8,7,7,7,8,8,7,5,8,20,3,15,1,2,2,5,,,2,1,3,4
1,47,7,7,24,1,8,8,8,8,2,9,8,7,5,7,5,7,8,5,8,15,3,10,3,2,2,1,8,6,4,1,3,7
2,35,37,8,1,1,7,7,7,7,2,11,7,6,6,8,6,8,8,4,8,90,2,10,2,1,3,1,28,,4,6,7,5
1,31,13,7,25,2,6,4,7,9,1,13,8,8,2,7,4,3,7,6,8,90,4,10,1,2,2,1,8,6,2,1,3,3
2,27,27,7,9,1,1,10,10,10,3,18,9,10,10,10,9,9,9,18,12,35,1,15,7,1,1,11,,,3,4,5,2
2,57,1,7,24,2,4,6,8,6,2,9,9,8,4,7,5,5,7,15,8,20,1,3,2,3,1,1,24,3,2,2,7,13
2,30,27,7,8,2,9,9,9,9,2,15,9,9,8,9,9,9,9,2,12,45,2,4,1,1,2,1,8,3,4,2,2,6
1,44,26,7,24,1,8,8,8,8,3,19,8,8,8,8,8,8,8,5,28,7,1,5,1,1,2,1,24,2,3,1,4,6
1,45,28,8,2,2,7,7,10,10,2,9,9,9,1,9,9,9,9,18,1,30,1,5,1,1,2,1,2,4,4,5,8,6
1,37,39,7,8,1,7,8,8,7,2,7,6,7,6,8,7,5,8,6,24,7,1,1,1,1,1,1,8,3,1,1,4,8
1,37,28,7,11,2,6,6,6,6,3,1,6,6,6,6,6,6,6,18,28,10,3,3,2,1,1,5,,,3,1,4,8
1,46,14,7,24,1,6,6,6,6,2,9,7,7,7,5,6,6,7,18,8,20,2,2,1,1,3,1,24,3,4,2,3,11
2,53,27,7,21,2,6,6,6,5,3,2,6,7,6,6,6,7,7,4,8,60,3,10,1,1,2,1,8,6,1,2,7,14
2,28,22,7,12,1,6,7,8,6,3,10,7,6,8,7,8,6,6,5,14,60,3,5,3,1,2,1,8,6,1,2,3,14
2,27,11,7,8,2,5,8,8,8,1,13,10,9,8,10,8,10,9,6,28,30,2,10,1,2,2,1,8,1,2,6,7,7
1,36,22,7,25,2,6,6,6,6,3,1,6,6,6,6,6,6,6,18,28,30,3,5,1,1,2,1,25,3,1,6,3,14
1,28,13,7,21,1,6,6,5,7,2,5,8,7,8,7,6,6,7,5,11,20,2,10,7,1,2,5,,,3,1,3,4
