SQ1,SQ2,SQ3,SQ5,SQ7,SQ8,Q2_7,Q2_8,Q2_9,Q2_10,Q4_1,Q5_2,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q12_2,Q14_2,Q17,Q18,Q19,Q20,Q22,Q23,Q28,Q29,Q30,Q31,Q38,Q39,Q41
2,43,13,7,8,2,7,8,8,8,1,10,8,7,6,8,8,8,8,18,24,30,2,10,2,5,2,1,8,2,2,1,5,2
1,47,13,7,8,1,6,5,6,6,2,2,6,6,5,6,6,6,6,18,25,30,1,3,1,1,3,1,25,6,4,1,3,8
1,39,13,7,8,2,6,3,8,7,2,8,6,6,7,6,6,6,6,18,2,7,1,3,4,1,2,1,8,2,3,6,3,1
2,38,27,7,8,1,8,8,8,8,2,9,10,9,9,9,9,9,9,2,2,30,1,5,4,1,2,1,28,,1,2,7,11
1,54,1,7,8,1,8,8,8,8,1,10,9,8,8,8,8,8,9,18,28,30,1,3,1,1,2,1,8,1,1,2,4,8
2,32,33,7,8,2,8,8,8,8,2,16,8,8,8,8,8,8,8,5,2,30,2,6,1,1,2,1,2,6,1,1,2,3
2,36,13,7,8,2,8,8,8,8,2,1,8,8,8,8,8,8,8,1,28,20,3,2,1,1,1,1,28,,1,6,3,7
2,33,27,7,25,2,5,4,7,7,3,8,9,8,5,8,6,8,8,18,8,30,2,2,4,1,2,1,8,3,4,1,3,3
2,31,1,7,27,2,8,8,8,8,2,7,6,7,6,7,6,7,7,18,28,30,4,2,1,2,2,1,27,4,2,2,3,14
2,31,40,7,27,2,6,7,7,7,2,11,6,6,6,7,7,6,6,18,28,14,1,4,1,2,2,2,,,4,6,7,4
2,52,1,7,8,2,7,8,8,8,2,11,9,9,7,8,8,8,9,6,25,60,3,10,2,1,1,1,12,6,1,2,8,8
1,42,13,7,2,1,6,6,6,6,2,11,8,6,6,6,6,8,8,12,28,30,3,6,1,1,2,1,2,2,4,1,2,2
2,28,27,7,8,2,1,3,4,1,5,1,3,3,1,1,3,2,2,5,28,3,7,3,2,1,3,1,28,,1,6,8,4
2,57,28,7,8,1,7,7,7,7,3,15,7,7,7,7,7,7,7,4,28,30,3,6,1,1,2,9,,,3,1,8,14
1,28,28,7,8,1,7,7,7,7,2,8,8,8,7,8,9,8,9,18,28,90,3,3,1,1,2,1,8,1,4,1,4,5
1,46,27,7,25,2,6,6,7,7,3,11,6,6,6,7,7,7,6,18,24,60,4,3,2,1,3,2,,,3,2,3,6
2,32,1,7,27,1,6,7,7,7,2,11,7,7,7,7,7,7,6,2,28,1,1,1,1,1,2,1,27,1,1,6,7,5
2,40,13,7,2,1,6,6,8,8,2,3,8,8,7,7,8,7,9,2,8,14,1,10,6,1,3,1,8,2,4,6,7,10
1,47,13,7,24,1,8,7,8,7,2,2,8,7,8,6,8,7,8,1,28,5,4,10,1,1,2,1,24,3,2,1,3,5
2,29,26,7,8,1,8,9,9,6,2,9,8,8,8,8,8,8,8,18,25,14,1,3,1,1,2,1,8,6,1,2,9,7
2,40,13,7,2,2,5,6,8,8,2,13,7,7,7,7,7,7,8,18,8,20,1,3,2,2,2,1,2,1,2,2,6,8
2,52,13,7,2,1,7,7,7,7,2,7,8,8,7,8,7,7,8,5,8,10,1,5,2,1,2,1,8,6,1,2,7,5
2,58,13,7,8,2,6,6,6,6,2,11,8,6,6,6,6,6,6,18,2,60,2,1,4,1,2,1,8,1,3,3,9,2
2,35,13,7,8,1,7,8,8,8,2,19,8,8,8,8,8,8,9,6,25,35,1,3,3,2,1,1,8,2,2,1,3,5
1,57,23,7,14,2,7,7,6,7,2,11,7,7,6,7,7,7,7,18,8,30,1,5,1,1,2,1,8,1,4,1,2,4
2,51,27,7,25,1,10,9,9,9,2,10,8,9,5,9,9,10,9,6,8,10,1,5,2,2,2,1,8,6,2,1,9,14
1,54,13,7,3,2,4,5,4,4,3,8,5,5,5,5,5,5,5,18,28,90,3,10,7,1,2,5,,,4,1,9,1
2,38,11,7,25,1,5,6,6,6,2,9,8,8,8,7,7,8,8,18,8,60,1,3,1,1,3,1,8,10,3,2,7,14
2,31,1,7,8,2,6,6,6,6,3,10,6,6,6,6,6,6,6,5,28,10,1,5,1,1,1,1,8,2,1,2,2,4
1,70,27,7,27,2,10,10,10,10,2,7,10,10,10,10,10,10,10,18,28,10,1,5,1,2,3,11,,,4,1,9,2
2,51,1,7,8,2,6,6,6,6,2,9,7,6,6,6,7,7,7,18,28,30,1,3,1,1,1,1,8,2,1,1,9,3
1,28,13,7,8,2,7,8,8,7,2,9,7,7,7,7,7,7,7,5,2,30,1,6,1,1,1,1,8,3,1,2,3,4
1,48,28,7,8,1,7,8,9,8,3,19,7,6,8,7,8,7,8,18,28,10,1,5,1,1,2,1,28,,1,2,4,14
1,51,22,7,8,1,5,8,8,8,2,16,9,8,2,5,6,8,8,5,12,180,3,5,4,2,2,1,12,6,2,1,5,4
1,55,11,8,25,2,7,7,8,7,2,9,6,6,5,7,7,7,6,18,28,90,1,10,3,1,2,5,,,4,2,4,10
1,30,26,7,8,1,1,1,8,5,3,2,7,7,8,9,8,8,6,18,28,60,1,40,7,1,2,1,8,2,1,2,3,7
2,36,47,7,7,2,7,8,9,9,2,9,7,7,6,7,7,7,7,6,28,30,1,5,1,2,1,6,,,2,2,2,4
1,35,10,7,20,1,5,7,6,6,3,17,6,6,6,6,6,6,6,18,28,15,3,20,1,1,1,1,28,,3,2,2,5
2,30,2,8,8,1,8,7,8,8,3,9,8,8,7,8,8,8,8,4,28,20,3,3,1,1,2,1,8,4,4,6,7,3
2,27,28,7,8,1,5,5,5,5,3,1,5,5,5,5,5,5,5,9,28,15,4,2,1,1,3,1,28,,4,2,7,4
1,30,25,7,2,1,7,6,7,6,2,13,7,7,5,7,6,7,7,18,8,10,1,3,1,2,2,1,2,1,2,1,4,5
2,36,40,7,27,2,6,6,5,6,3,10,7,7,6,7,6,7,7,5,2,7,1,3,1,1,2,1,8,6,2,6,7,5
2,46,12,7,8,1,9,6,7,8,2,1,9,8,9,9,9,8,9,1,4,30,2,3,1,1,1,1,8,6,2,1,3,4
1,53,13,7,8,2,5,8,9,9,1,9,8,8,4,8,8,4,8,18,25,30,1,10,1,1,2,1,8,2,1,6,3,13
1,32,12,7,2,2,8,5,6,7,2,8,7,7,7,6,7,8,7,18,8,20,3,10,5,1,2,1,8,3,3,6,3,6
2,55,40,8,8,2,7,8,8,8,2,8,7,7,5,7,7,7,7,6,25,45,2,5,1,1,2,1,8,6,1,2,7,9
2,40,40,8,8,2,5,5,5,5,3,2,5,5,5,5,5,5,5,5,12,15,3,2,2,1,2,1,2,6,1,2,8,2
2,53,32,7,8,1,7,8,7,7,2,13,8,8,8,8,8,8,8,6,17,20,1,1,1,1,1,1,8,3,3,1,3,5
2,39,8,8,27,1,1,1,1,3,3,11,5,5,5,5,5,5,5,18,28,7,7,1,1,1,2,3,,,4,6,7,7
1,48,40,7,8,2,5,5,5,5,3,7,5,5,5,5,5,5,5,7,28,10,1,1,1,1,3,1,8,3,4,1,5,14
2,26,15,7,8,2,9,8,9,9,2,5,7,8,8,7,7,7,8,3,28,15,1,5,1,1,2,1,8,3,3,2,3,8
2,32,13,7,8,1,5,5,5,5,2,13,6,5,5,5,5,5,5,18,28,30,3,3,1,1,1,1,8,1,2,6,7,5
1,44,13,7,8,1,9,9,9,9,2,13,9,8,8,10,9,10,9,2,2,30,3,4,1,1,2,1,2,1,3,2,3,14
2,50,27,7,2,2,7,7,8,8,1,15,8,7,5,7,5,8,10,18,8,30,3,5,1,1,2,1,2,3,3,1,4,6
1,52,13,7,2,2,6,6,5,5,3,16,6,6,4,4,5,7,5,18,8,20,3,3,2,2,2,1,8,2,3,1,3,7
2,34,14,7,8,2,8,8,10,10,2,11,8,8,6,9,8,10,8,2,25,30,1,3,1,1,2,1,8,6,3,6,7,5
2,30,40,7,8,1,7,8,8,8,2,13,8,8,6,7,8,8,8,17,25,30,1,2,2,3,2,1,8,2,2,2,7,3
1,47,8,7,27,1,7,7,7,7,3,2,7,7,7,7,7,7,7,5,25,15,2,5,1,1,2,1,25,8,1,1,3,14
1,49,40,7,8,2,5,6,7,7,2,7,8,7,4,6,7,6,8,18,2,30,1,5,1,1,2,1,8,3,4,6,4,8
2,40,14,7,8,1,8,9,9,8,1,11,9,9,9,9,9,9,9,5,21,30,1,3,1,1,2,1,8,2,1,6,8,14
1,32,13,7,8,1,6,8,8,9,2,9,8,8,8,7,8,9,8,18,2,60,3,10,3,1,2,1,8,3,1,6,3,4
2,43,13,7,2,1,1,8,6,5,3,15,7,8,4,5,6,8,5,16,8,30,1,30,7,1,1,7,,,1,2,8,6
2,31,23,7,8,1,8,7,8,8,2,9,9,8,8,8,8,8,8,6,21,10,1,10,2,1,1,1,8,3,1,2,8,5
2,22,25,7,12,1,9,9,8,9,2,9,8,9,8,8,8,8,7,18,8,21,3,5,2,1,2,1,8,2,1,1,3,3
1,34,42,7,8,2,7,7,6,7,2,11,5,5,6,6,6,7,8,6,28,360,3,5,1,1,2,1,8,2,4,2,3,4
2,44,40,7,24,2,4,6,6,5,2,9,8,8,7,8,9,8,8,18,8,60,1,5,3,1,1,1,28,,4,1,9,14
2,44,13,7,27,1,8,8,8,8,2,7,9,8,8,8,8,8,9,15,28,14,2,3,1,5,1,9,,,2,6,7,13
1,58,13,7,21,1,8,8,7,7,2,11,8,8,8,8,8,7,8,5,8,60,2,3,1,1,3,1,8,2,4,6,3,4
2,30,11,7,21,1,9,7,8,9,2,11,8,9,9,8,9,9,9,6,11,14,3,3,1,2,1,4,,,3,4,9,9
2,35,13,7,8,2,10,10,10,10,2,1,10,10,10,10,10,10,10,2,28,1,7,1,1,4,1,1,8,3,2,5,7,9
2,53,27,7,8,2,8,8,8,8,1,11,7,7,10,7,10,10,8,6,26,15,2,1,1,1,1,1,8,6,4,1,6,3
1,36,11,7,25,2,8,8,8,8,2,9,8,7,7,9,8,8,8,18,28,15,3,10,1,3,3,1,28,,4,2,4,5
1,45,14,7,8,2,6,6,6,6,3,16,6,6,6,6,6,6,6,6,28,14,2,3,2,4,2,1,28,,2,1,3,7
1,41,14,8,20,2,5,6,6,5,3,7,5,5,5,4,5,5,5,18,2,180,4,15,3,1,1,1,2,2,3,2,7,14
1,45,40,7,8,1,8,10,10,8,2,9,10,8,5,8,8,10,10,5,28,20,2,8,3,1,2,1,8,3,4,2,3,11
1,36,10,7,8,1,8,7,8,10,2,15,8,7,5,8,6,8,7,18,14,14,3,3,1,2,2,1,8,10,2,6,3,7
1,52,27,7,8,1,6,6,6,6,2,1,6,7,6,7,6,6,7,6,9,30,3,3,3,2,1,1,8,1,3,2,3,14
1,47,27,7,8,1,7,5,6,6,3,1,5,5,5,6,5,6,7,1,28,240,1,20,6,1,2,1,8,3,3,1,5,4
2,40,14,8,12,1,6,6,6,6,3,1,6,6,5,5,5,5,6,2,2,90,3,50,7,3,1,1,2,3,1,6,3,14
1,53,11,7,2,1,5,6,7,6,2,9,6,6,4,6,5,6,7,18,25,30,4,3,1,5,2,2,,,5,6,3,14
1,51,47,7,7,2,7,8,8,8,3,10,8,8,8,7,8,8,8,18,21,90,3,3,1,1,1,1,21,6,4,1,9,1
2,29,23,7,8,2,8,9,10,10,1,3,9,9,9,9,9,10,9,5,28,120,1,3,1,1,1,3,,,1,2,8,7
2,31,23,7,8,2,8,8,9,9,2,11,8,7,7,7,7,7,7,6,25,80,3,3,1,1,2,1,8,3,4,6,8,6
1,35,19,7,25,2,6,6,6,6,3,10,6,7,6,6,6,6,6,18,28,30,3,2,1,2,2,1,25,2,2,1,3,8
1,58,11,7,8,2,5,5,9,9,2,10,8,8,7,7,9,9,9,18,9,30,2,8,4,1,2,5,,,4,6,10,2
2,27,14,7,8,1,7,7,7,7,2,9,6,7,6,6,7,5,6,4,28,60,2,5,4,2,2,1,8,1,2,2,3,14
2,24,13,7,8,1,5,6,6,6,3,18,6,6,6,6,6,6,6,18,28,30,5,3,1,1,2,1,8,1,3,4,3,3
1,54,13,8,9,1,10,10,10,10,1,10,5,5,5,5,5,5,5,18,8,20,1,4,1,1,1,1,28,,3,2,4,6
2,53,14,7,8,1,7,7,7,7,2,7,7,7,7,6,7,7,7,18,2,60,1,5,2,1,2,1,12,4,4,2,7,11
1,33,23,7,8,1,10,10,10,10,1,1,10,10,10,10,10,10,10,9,20,30,3,6,1,3,2,1,8,2,1,1,3,4
1,30,11,7,8,2,4,5,6,6,3,9,6,4,3,6,6,6,7,6,24,90,1,3,1,1,2,1,8,4,1,2,4,14
2,54,28,7,25,1,6,6,6,6,2,7,6,6,6,6,6,6,6,18,2,60,1,5,3,1,2,1,8,3,1,4,2,3
2,43,3,8,8,2,10,10,10,10,1,7,10,10,10,10,10,10,10,15,28,50,1,5,1,1,2,1,8,6,3,6,8,1
1,49,43,7,24,1,8,8,8,8,2,2,8,8,8,8,8,8,8,18,8,30,1,10,3,1,2,1,24,1,1,2,4,5
1,46,11,7,8,2,8,9,10,10,1,10,10,10,8,10,10,10,10,18,24,30,1,10,3,3,2,1,28,,2,6,3,10
2,30,16,7,8,2,8,9,9,9,2,10,9,6,3,10,7,9,9,18,2,30,1,3,2,2,2,1,8,2,2,1,3,4
2,35,40,7,27,2,1,6,7,1,5,19,1,1,1,1,1,1,1,18,28,30,3,2,1,1,1,1,28,,4,2,7,14
1,23,13,7,8,2,6,7,8,7,2,16,7,8,7,7,7,8,7,9,2,90,2,10,4,3,2,5,,,1,1,5,4
1,42,13,7,8,1,9,9,9,9,2,3,9,9,9,9,9,9,9,18,2,10,1,10,3,2,2,1,8,2,2,4,10,13
1,29,11,7,25,2,4,4,8,8,2,11,7,7,7,8,7,7,7,18,28,90,1,10,7,2,3,10,,,2,2,3,5
2,45,13,7,25,2,5,6,4,5,3,9,5,5,5,8,6,5,5,14,8,15,1,5,3,1,2,1,8,6,4,1,3,4
1,40,13,7,8,2,8,8,9,8,2,2,7,8,7,9,8,7,8,6,2,10,3,5,4,1,2,1,8,2,4,2,3,4
2,53,14,7,27,1,5,8,7,8,2,3,7,8,7,5,6,7,6,5,8,20,3,5,2,3,2,1,8,6,2,1,2,3
1,47,40,7,24,2,3,4,7,6,3,7,5,5,3,4,6,5,6,18,28,30,3,3,3,1,1,7,,,1,1,3,6
1,40,23,7,8,2,6,6,7,6,3,2,7,6,7,6,7,6,5,3,2,1,6,3,1,1,3,3,,,2,5,2,6
2,28,26,7,27,2,7,6,4,5,2,2,6,5,3,7,8,8,7,4,8,3,4,2,2,1,1,1,8,3,1,2,3,6
1,35,27,7,8,2,8,7,8,8,2,7,7,7,7,7,7,7,7,6,12,60,3,5,1,1,3,6,,,1,2,3,7
1,43,27,7,8,1,4,1,7,7,3,4,6,7,7,3,7,7,7,15,28,15,1,10,7,2,2,1,8,3,2,6,3,9
2,54,27,7,12,2,6,6,6,6,2,11,7,7,5,7,7,7,7,6,8,10,1,5,1,2,2,1,12,2,2,6,8,3
2,46,1,7,8,2,8,8,9,8,2,13,8,8,6,8,9,9,9,15,25,3,1,3,1,2,1,1,8,3,2,6,7,11
1,31,27,7,25,2,9,9,9,9,2,1,8,8,8,8,8,8,8,14,8,3,3,20,4,3,2,1,28,,2,1,2,4
1,37,23,7,24,2,8,9,10,8,2,9,8,8,8,8,8,8,8,18,28,20,1,5,2,2,2,2,,,2,2,4,9
2,45,23,7,25,1,7,7,7,7,3,2,7,7,6,6,7,7,7,4,2,10,1,10,3,2,2,1,2,2,1,2,7,14
1,58,27,7,8,1,7,7,8,7,2,11,7,7,6,7,7,7,7,6,24,10,1,3,3,1,2,1,8,2,4,1,3,11
1,32,40,7,8,2,7,8,6,8,2,2,8,7,8,6,8,7,5,1,28,25,3,2,3,1,2,1,28,,1,2,3,10
2,59,1,7,8,1,6,4,5,5,4,11,8,3,4,3,5,5,5,6,28,60,2,4,1,1,1,1,28,,4,2,7,6
2,30,13,7,8,1,6,7,9,7,2,5,10,10,10,7,7,9,10,18,25,30,3,4,2,1,1,1,25,6,3,2,7,5
1,51,12,7,27,2,7,7,7,7,2,11,7,7,7,7,7,7,7,17,28,7,1,5,1,4,2,1,27,2,2,2,3,8
1,48,43,7,8,1,4,7,7,6,3,19,7,5,6,5,4,6,6,3,25,100,1,5,3,2,2,1,8,1,2,7,7,5
1,62,13,7,8,1,7,6,6,8,2,9,7,7,6,7,7,8,8,18,25,30,1,2,2,1,2,4,,,1,2,3,10
1,41,11,7,8,1,7,7,8,8,2,7,8,8,6,7,7,8,8,5,24,7,1,5,3,1,2,1,8,3,1,2,3,13
1,42,10,7,8,2,6,6,6,6,3,13,7,8,7,6,6,6,6,6,28,20,2,3,3,2,1,1,28,,2,2,3,6
1,50,15,7,8,1,9,8,9,8,2,11,9,9,7,9,9,9,10,6,28,15,7,3,3,1,2,1,28,,4,1,3,8
1,45,13,7,25,1,9,8,8,8,2,16,8,9,6,8,8,9,8,18,8,30,1,5,1,1,2,1,25,2,2,2,3,14
1,38,23,7,8,2,6,7,8,7,2,11,7,7,6,8,7,7,7,5,25,60,3,5,2,1,2,1,8,2,1,1,3,5
2,67,23,7,8,2,7,7,7,7,2,13,7,7,7,7,7,7,7,10,28,40,4,0,1,1,2,2,,,1,2,7,5
2,37,13,7,8,2,1,2,2,3,3,11,4,4,3,3,3,3,3,6,28,20,2,3,3,1,2,1,8,2,3,1,7,5
2,39,4,7,25,1,8,8,8,8,2,11,4,7,4,7,7,6,6,17,27,80,1,5,1,1,1,5,,,3,4,4,8
1,33,11,7,27,1,7,7,7,7,2,11,7,7,6,7,7,7,7,5,12,10,3,5,1,2,2,2,,,2,1,9,3
2,34,14,7,25,2,7,7,8,8,2,9,7,6,6,8,8,8,7,18,28,15,3,10,1,2,2,1,25,1,2,6,3,11
1,60,14,7,8,2,6,6,6,6,3,2,5,6,6,6,6,6,6,1,1,30,7,20,3,1,3,1,8,1,1,2,3,14
2,27,13,7,8,2,7,7,7,9,2,13,8,8,7,7,8,9,7,2,28,14,1,3,1,1,2,1,8,3,2,4,3,4
1,26,40,7,18,1,5,5,8,3,2,7,8,8,8,8,7,8,7,15,2,40,3,4,1,1,2,9,,,1,5,3,5
2,32,13,7,8,1,5,5,5,5,3,19,5,5,5,5,5,5,5,18,28,15,5,2,1,1,1,5,,,1,2,7,11
2,50,4,7,9,2,7,7,6,7,2,9,7,7,7,7,7,7,7,18,24,30,1,1,1,1,2,1,24,6,3,2,7,14
2,28,10,7,8,1,7,7,9,9,2,10,8,9,8,8,8,6,8,6,28,30,1,4,2,2,2,1,8,1,2,6,8,5
1,38,33,8,8,1,10,7,10,10,2,14,10,10,7,10,10,10,10,18,28,10,1,6,1,1,3,1,8,2,1,1,3,4
2,64,44,7,17,2,5,5,5,5,3,2,4,5,5,4,5,5,5,18,19,10,4,2,1,1,2,6,,,1,6,9,3
1,35,27,7,8,1,8,8,7,8,2,11,8,8,5,8,9,8,10,6,25,90,1,5,4,1,3,1,8,2,1,2,4,14
2,35,22,8,8,2,7,8,10,10,2,9,8,8,8,6,7,8,8,18,28,20,3,1,3,3,2,1,8,1,2,6,3,7
2,26,14,7,27,2,8,7,8,7,2,11,7,7,7,7,7,8,7,15,28,14,6,6,1,1,2,9,,,3,6,7,5
2,39,13,7,2,2,5,5,7,5,3,19,6,6,1,6,7,3,7,18,28,60,1,3,1,1,2,1,2,2,4,5,3,14
1,43,13,7,12,1,9,9,9,9,2,11,8,8,6,8,6,7,9,18,8,14,1,5,1,1,2,1,8,6,3,4,3,4
1,41,27,7,24,2,8,8,9,8,2,9,9,9,8,8,9,9,9,5,8,30,2,3,3,2,2,1,24,4,2,1,3,10
2,30,8,7,24,1,7,7,7,7,2,3,7,7,7,7,7,7,7,18,8,14,1,5,4,2,2,1,24,1,2,6,7,7
2,27,28,7,8,1,5,5,5,5,3,9,5,6,5,5,5,5,5,18,28,30,4,1,1,1,1,1,28,,1,2,4,9
1,50,4,7,21,1,7,6,7,8,2,11,7,7,6,7,7,8,7,4,12,40,3,3,6,1,2,7,,,4,2,2,2
1,30,25,7,8,1,4,6,6,7,2,7,6,8,8,8,8,8,9,6,28,14,1,5,1,1,2,1,8,3,2,1,3,14
2,32,25,7,25,2,4,5,4,5,3,19,5,5,4,5,4,4,5,18,8,45,2,2,1,1,2,1,8,6,1,5,3,4
2,22,1,7,27,2,10,10,10,10,1,11,10,10,10,10,10,10,10,2,12,15,7,3,2,1,2,9,,,1,1,2,2
2,33,40,7,25,2,7,7,7,7,2,19,7,6,7,7,7,7,7,5,8,30,3,3,2,1,2,5,,,2,2,3,7
1,38,36,7,8,2,7,8,9,7,2,9,7,6,5,6,5,5,5,18,28,7,2,2,1,1,2,1,8,2,4,1,4,7
2,25,17,7,8,2,8,8,8,8,2,10,8,8,8,8,8,8,8,18,28,90,3,10,1,3,2,1,8,2,2,1,3,4
2,43,13,7,25,2,9,9,8,8,2,7,7,7,5,10,5,8,7,5,2,90,2,5,2,1,2,1,8,6,4,1,3,7
2,46,13,7,8,2,9,9,9,9,2,10,9,9,9,8,8,8,8,18,2,30,1,2,1,1,2,1,2,6,4,1,2,14
1,37,8,7,8,1,6,6,6,6,2,16,5,5,4,5,5,5,5,2,25,30,3,5,1,1,2,1,12,6,4,1,3,14
2,36,27,7,8,2,5,6,6,6,3,9,5,6,6,6,6,6,6,9,2,10,2,2,3,1,2,1,8,2,1,4,8,5
2,59,14,7,2,2,7,7,8,8,2,15,7,7,6,7,8,7,6,12,27,20,1,2,1,1,2,1,8,6,4,2,2,14
2,50,20,8,27,1,8,8,8,8,2,11,7,7,7,7,7,7,7,18,2,14,4,3,1,1,1,1,8,1,3,6,3,14
2,44,1,7,27,2,6,6,5,6,3,18,7,6,6,6,6,6,7,18,27,40,1,2,1,1,2,5,,,1,6,7,1
2,33,46,7,8,2,6,7,10,10,2,11,9,9,7,10,10,10,10,6,2,15,2,2,2,1,1,1,8,2,1,7,8,8
1,41,8,7,1,1,4,6,6,6,2,7,5,5,5,5,5,5,5,18,8,14,7,2,1,2,2,1,1,2,3,1,4,6
2,63,34,8,2,1,3,5,6,6,4,10,6,6,6,6,6,6,6,8,8,30,2,5,2,3,3,8,,,1,2,3,1
2,50,5,7,24,2,5,6,6,6,3,11,4,5,5,5,6,6,5,18,28,30,1,5,1,1,2,1,28,,1,1,2,2
2,40,4,7,14,2,5,5,5,5,4,5,7,5,10,5,6,5,7,18,28,7,1,3,4,1,2,1,8,4,1,2,6,14
2,25,13,7,8,2,8,5,8,7,2,11,8,7,7,7,7,8,7,6,12,20,2,2,1,2,2,1,8,2,2,2,7,5
2,32,23,7,25,2,7,7,8,8,2,11,6,7,7,7,7,6,7,18,8,14,2,2,1,1,2,1,28,,3,1,6,3
1,49,14,7,25,2,10,9,10,9,2,10,7,7,7,7,7,7,7,17,2,20,1,3,2,1,2,1,25,5,1,6,6,4
2,33,40,7,8,1,6,6,6,6,3,13,6,6,6,6,6,6,6,6,12,65,4,3,4,2,2,1,8,3,2,4,9,3
2,42,13,7,8,2,8,8,8,8,2,10,8,9,8,8,8,8,8,5,2,12,1,4,1,2,1,1,8,2,2,1,3,5
2,21,41,7,8,2,3,3,3,3,3,19,3,3,3,3,3,3,3,18,25,30,3,4,5,2,3,1,28,,4,6,7,5
2,50,40,7,18,1,7,5,6,8,3,9,7,7,4,5,7,8,8,18,2,60,1,5,1,1,3,9,,,5,2,3,8
2,24,27,7,8,1,7,7,7,7,3,2,7,6,7,7,7,8,8,18,28,60,4,2,2,2,2,1,20,6,1,2,3,4
2,42,4,7,8,1,7,7,7,7,2,3,7,7,7,6,7,6,6,5,28,30,3,2,3,3,3,1,28,,3,2,8,14
2,21,41,7,14,2,8,8,7,8,2,4,8,8,9,9,10,10,9,5,25,3,4,5,1,1,2,1,8,6,4,1,1,1
1,49,15,7,8,1,10,10,10,10,3,2,10,10,10,10,10,10,10,18,28,14,1,10,6,1,2,1,8,1,1,1,3,8
2,44,13,7,8,2,8,6,8,8,2,9,7,7,6,7,7,7,7,18,27,60,2,5,3,2,2,1,8,2,2,6,7,11
2,25,33,7,8,2,5,7,7,6,2,11,7,6,7,6,5,6,3,1,28,30,2,15,6,2,1,1,28,,3,4,3,5
2,73,14,7,8,2,6,7,7,6,2,9,7,8,7,6,8,7,9,3,24,20,3,3,4,2,2,1,8,3,2,6,7,11
1,44,13,7,8,1,6,9,7,9,3,19,8,8,8,9,9,9,8,1,28,60,1,2,2,1,3,1,28,,3,2,5,4
2,39,23,7,14,1,5,5,6,5,3,11,5,6,5,6,5,5,5,18,8,10,1,5,1,1,3,1,11,2,1,6,8,14
2,54,28,7,8,2,8,8,8,8,2,9,8,8,8,8,8,8,8,6,12,10,3,3,1,1,2,1,12,6,3,2,7,8
2,35,14,7,8,1,5,6,6,6,2,2,6,6,6,6,6,6,6,5,28,90,5,0,1,1,3,1,28,,3,6,8,6
2,56,13,7,24,1,6,6,4,5,4,13,6,5,3,6,6,5,6,10,8,40,3,2,3,1,2,8,,,4,6,7,6
2,23,23,7,8,2,5,5,5,5,3,2,5,5,5,5,5,5,5,18,27,40,2,3,4,1,2,1,27,1,1,4,9,5
1,55,27,7,8,1,5,5,7,6,2,7,6,6,6,6,6,7,7,3,24,30,1,4,2,1,2,1,8,1,1,1,3,5
2,38,43,8,2,1,7,7,6,6,2,11,7,7,7,7,7,7,7,18,1,5,3,1,1,1,2,1,1,1,1,6,4,11
1,37,13,7,2,2,7,7,7,7,3,17,7,7,7,7,7,7,7,18,8,10,3,10,6,2,2,1,2,1,2,2,3,14
2,54,14,7,8,1,5,5,5,5,3,11,7,7,7,7,7,7,7,18,1,30,1,3,1,1,2,1,1,2,4,2,7,7
2,42,14,7,2,2,6,6,6,6,3,5,6,7,6,6,6,7,6,18,8,30,1,3,3,1,3,7,,,4,1,3,14
1,46,27,7,12,2,2,2,3,2,4,11,5,5,5,5,5,5,5,5,8,30,2,1,2,1,2,1,8,2,4,1,3,8
1,51,24,7,27,2,10,10,10,10,1,13,10,8,8,8,10,8,10,4,8,1,1,2,1,1,2,5,,,4,1,8,3
2,51,23,7,8,2,5,5,6,6,3,13,6,6,6,6,5,5,5,18,12,20,1,2,1,1,2,1,8,10,3,2,8,6
1,32,12,7,27,1,3,3,2,4,4,7,6,5,6,7,5,6,7,4,8,20,4,3,2,1,2,1,8,2,3,1,3,3
2,32,33,7,8,1,6,6,6,6,3,1,6,6,6,6,6,6,6,3,28,3,1,5,1,1,3,1,28,,4,1,4,10
2,28,1,7,12,1,6,6,6,6,2,10,8,7,7,7,7,7,7,6,8,30,1,1,1,1,1,1,8,2,3,1,2,14
2,45,44,7,2,2,8,8,7,7,2,13,8,8,8,8,8,8,8,18,12,90,3,6,1,1,2,1,2,7,4,6,7,5
1,41,11,7,8,2,6,8,5,5,3,7,7,7,7,10,8,6,10,4,2,2,3,2,1,1,2,4,,,1,1,2,5
1,51,14,7,2,1,5,4,5,4,4,3,5,4,4,4,4,4,5,5,8,1,3,2,2,1,3,1,2,2,4,1,3,14
2,56,23,7,8,2,5,5,5,5,2,10,6,5,5,5,5,5,5,9,28,180,6,5,1,1,3,1,24,8,4,6,3,5
2,26,40,7,8,2,9,9,9,9,1,11,10,7,7,10,9,10,9,3,25,30,1,20,3,1,2,1,8,3,1,4,4,8
2,38,27,7,8,2,6,7,7,7,2,10,7,6,6,7,6,7,7,18,28,60,3,3,1,1,2,1,8,4,1,6,3,7
2,35,13,7,8,1,8,8,7,8,3,8,8,8,7,6,7,7,8,5,2,60,1,3,1,1,2,1,8,3,3,6,3,8
2,35,12,7,8,2,6,6,7,7,3,13,7,7,7,7,6,6,7,18,2,30,1,2,1,1,2,1,2,2,3,6,3,14
